Time,Air mass [mg/stk],Air mass (expected) [mg/stk],Charged air temp. [°C],Boost (bank 1) [hPa],Boost (expected) [hPa],Atmospheric pressure [hPa],Intake air temp. [°C],RPM [rpm],Coolant temp. [°C],Fuel pressure [bar],Fuel pressure (expected) [bar],Injection quantity [mg/stk],Injection quantity (expected) [mg/stk],Turbocharger actuator control [%],EGR actuator control [%],Fuel temp. [°C],Acceleration pedal - position [%],Main injection 1 duration [µs],Pre-injection 1 duration [µs],Internal torque [Nm]
"20:42:27,58","612,08","409,88","13,95","1121,89","1318,9","957,89","9,96","1639,9","85,95","487,89","483,77","15,77","15,5","82,92",5,"23,15","20,79","776,86","268,87","151,07"
"20:42:27,68","612,08","409,88","13,95","1121,89","1318,9","957,89","9,96","1639,9","85,95","487,89","483,77","15,77","15,5","82,92",5,"23,15","20,34","776,86","268,87","151,07"
"20:42:27,78","612,08","409,88","13,95","1121,89","1318,9","957,89","9,96","1639,9","85,95","487,89","483,77","15,77","15,5","82,92",5,"23,15","20,34","748,93","262,92","151,07"
"20:42:27,88","612,08","409,88","13,95","1121,89","1318,9","957,89","9,96","1639,9","85,95","487,89","483,77","15,77","15,5","82,92",5,"23,15","20,34","748,93","262,92","146,61"
"20:42:27,98","641,67","387,81","14,16","1121,89","1318,9","957,89","9,96","1639,9","85,95","487,89","483,77","15,77","15,5","82,92",5,"23,15","20,34","748,93","262,92","146,61"
"20:42:28,08","641,67","387,81","14,16","1164,89","1334,9","957,89","9,96","1639,9","85,95","487,89","483,77","15,77","15,5","82,92",5,"23,15","20,34","748,93","262,92","146,61"
"20:42:28,18","641,67","387,81","14,16","1164,89","1334,9","957,89","10,95","1639,9","85,95","487,89","483,77","15,77","15,5","82,92",5,"23,15","20,34","748,93","262,92","146,61"
"20:42:28,28","641,67","387,81","14,16","1164,89","1334,9","957,89","10,95","1761,9","84,95","487,89","483,77","15,77","15,5","82,92",5,"23,15","20,34","748,93","262,92","146,61"
"20:42:28,39","641,67","387,81","14,16","1164,89","1334,9","957,89","10,95","1761,9","84,95","505,38","503,88","15,77","15,5","82,92",5,"23,15","20,34","748,93","262,92","146,61"
"20:42:28,49","641,67","387,81","14,16","1164,89","1334,9","957,89","10,95","1761,9","84,95","505,38","503,88","15,19","15,79","81,26",5,"23,15","20,34","748,93","262,92","146,61"
"20:42:28,59","641,67","387,81","14,16","1164,89","1334,9","957,89","10,95","1761,9","84,95","505,38","503,88","15,19","15,79","81,26",5,"23,15","20,34","748,93","262,92","146,61"
"20:42:28,69","641,67","387,81","14,16","1164,89","1334,9","957,89","10,95","1761,9","84,95","505,38","503,88","15,19","15,79","81,26",5,"23,15","20,15","748,93","262,92","146,61"
"20:42:28,80","641,67","387,81","14,16","1164,89","1334,9","957,89","10,95","1761,9","84,95","505,38","503,88","15,19","15,79","81,26",5,"23,15","20,15","723,91","247,97","146,61"
"20:42:28,90","641,67","387,81","14,16","1164,89","1334,9","957,89","10,95","1761,9","84,95","505,38","503,88","15,19","15,79","81,26",5,"23,15","20,15","723,91","247,97","145,81"
"20:42:29,00","668,28","395,28","14,56","1164,89","1334,9","957,89","10,95","1761,9","84,95","505,38","503,88","15,19","15,79","81,26",5,"23,15","20,15","723,91","247,97","145,81"
"20:42:29,10","668,28","395,28","14,56","1213,89","1367,9","957,89","10,95","1761,9","84,95","505,38","503,88","15,19","15,79","81,26",5,"23,15","20,15","723,91","247,97","145,81"
"20:42:29,20","668,28","395,28","14,56","1213,89","1367,9","957,89","10,95","1761,9","84,95","505,38","503,88","15,19","15,79","81,26",5,"23,15","20,15","723,91","247,97","145,81"
"20:42:29,30","668,28","395,28","14,56","1213,89","1367,9","957,89","10,95","1888,91","84,95","505,38","503,88","15,19","15,79","81,26",5,"23,15","20,15","723,91","247,97","145,81"
"20:42:29,41","668,28","395,28","14,56","1213,89","1367,9","957,89","10,95","1888,91","84,95","533,97","538,8","15,19","15,79","81,26",5,"23,15","20,15","723,91","247,97","145,81"
"20:42:29,51","668,28","395,28","14,56","1213,89","1367,9","957,89","10,95","1888,91","84,95","533,97","538,8","14,9","15,48","76,97",5,"23,15","20,15","723,91","247,97","145,81"
"20:42:29,61","668,28","395,28","14,56","1213,89","1367,9","957,89","10,95","1888,91","84,95","533,97","538,8","14,9","15,48","76,97",5,"23,15","20,15","723,91","247,97","145,81"
"20:42:29,71","668,28","395,28","14,56","1213,89","1367,9","957,89","10,95","1888,91","84,95","533,97","538,8","14,9","15,48","76,97",5,"23,15","19,75","723,91","247,97","145,81"
"20:42:29,81","668,28","395,28","14,56","1213,89","1367,9","957,89","10,95","1888,91","84,95","533,97","538,8","14,9","15,48","76,97",5,"23,15","19,75","687,89","247,97","145,81"
"20:42:29,92","668,28","395,28","14,56","1213,89","1367,9","957,89","10,95","1888,91","84,95","533,97","538,8","14,9","15,48","76,97",5,"23,15","19,75","687,89","247,97","143,29"
"20:42:30,02","689,38","410,81","14,74","1213,89","1367,9","957,89","10,95","1888,91","84,95","533,97","538,8","14,9","15,48","76,97",5,"23,15","19,75","687,89","247,97","143,29"
"20:42:30,12","689,38","410,81","14,74","1259,9","1375,9","957,89","10,95","1888,91","84,95","533,97","538,8","14,9","15,48","76,97",5,"23,15","19,75","687,89","247,97","143,29"
"20:42:30,22","689,38","410,81","14,74","1259,9","1375,9","957,89","11,45","1888,91","84,95","533,97","538,8","14,9","15,48","76,97",5,"23,15","19,75","687,89","247,97","143,29"
"20:42:30,32","689,38","410,81","14,74","1259,9","1375,9","957,89","11,45","1997,91","84,95","533,97","538,8","14,9","15,48","76,97",5,"23,15","19,75","687,89","247,97","143,29"
"20:42:30,43","689,38","410,81","14,74","1259,9","1375,9","957,89","11,45","1997,91","85,95","597,7","687,48","14,9","15,48","76,97",5,"23,15","19,75","687,89","247,97","143,29"
"20:42:30,53","689,38","410,81","14,74","1259,9","1375,9","957,89","11,45","1997,91","85,95","597,7","687,48","24,41","22,68","76,62",5,"23,15","19,75","687,89","247,97","143,29"
"20:42:30,63","689,38","410,81","14,74","1259,9","1375,9","957,89","11,45","1997,91","85,95","597,7","687,48","24,41","22,68","76,62",5,"23,15","19,75","687,89","247,97","143,29"
"20:42:30,73","689,38","410,81","14,74","1259,9","1375,9","957,89","11,45","1997,91","85,95","597,7","687,48","24,41","22,68","76,62",5,"23,15","8,43","687,89","247,97","143,29"
"20:42:30,83","689,38","410,81","14,74","1259,9","1375,9","957,89","11,45","1997,91","85,95","597,7","687,48","24,41","22,68","76,62",5,"23,15","8,43","421,92","247,97","143,29"
"20:42:30,94","689,38","410,81","14,74","1259,9","1375,9","957,89","11,45","1997,91","85,95","597,7","687,48","24,41","22,68","76,62",5,"23,15","8,43","421,92",0,"5,96"
"20:42:31,04",651,"401,58","14,74","1259,9","1375,9","957,89","11,45","1997,91","85,95","597,7","687,48","24,41","22,68","76,62",5,"23,15","8,43","421,92",0,"5,96"
"20:42:31,14",651,"401,58","15,45","1198,89","1085,89","957,89","11,45","1997,91","85,95","597,7","687,48","24,41","22,68","76,62",5,"23,15","8,43","421,92",0,"5,96"
"20:42:31,24",651,"401,58","15,45","1198,89","1085,89","957,89","11,45","1997,91","85,95","597,7","687,48","24,41","22,68","76,62",5,"23,15","8,43","421,92",0,"5,96"
"20:42:31,34",651,"401,58","15,45","1198,89","1085,89","957,89","11,45","1403,9","85,95","597,7","687,48","24,41","22,68","76,62",5,"23,15","8,43","421,92",0,"5,96"
"20:42:31,45",651,"401,58","15,45","1198,89","1085,89","957,89","11,45","1403,9","85,95","292,18","333,29","24,41","22,68","76,62",5,"23,15","8,43","421,92",0,"5,96"
"20:42:31,55",651,"401,58","15,45","1198,89","1085,89","957,89","11,45","1403,9","85,95","292,18","333,29","12,66","8,63","76,62",5,"23,15","8,43","421,92",0,"5,96"
"20:42:31,65",651,"401,58","15,45","1198,89","1085,89","957,89","11,45","1403,9","85,95","292,18","333,29","12,66","8,63","69,99",5,"23,15","8,43","421,92",0,"5,96"
"20:42:31,76",651,"401,58","15,45","1198,89","1085,89","957,89","11,45","1403,9","85,95","292,18","333,29","12,66","8,63","69,99",5,"23,15","8,43","421,92",0,"5,96"
"20:42:31,86",651,"401,58","15,45","1198,89","1085,89","957,89","11,45","1403,9","85,95","292,18","333,29","12,66","8,63","69,99",5,"23,15","27,48","886,88",0,"5,96"
"20:42:31,96",651,"401,58","15,45","1198,89","1085,89","957,89","11,45","1403,9","85,95","292,18","333,29","12,66","8,63","69,99",5,"23,15","27,48","886,88","264,9","189,64"
"20:42:32,06","605,39","458,81","15,45","1198,89","1085,89","957,89","11,45","1403,9","85,95","292,18","333,29","12,66","8,63","69,99",5,"23,15","27,48","886,88","264,9","189,64"
"20:42:32,17","605,39","458,81","15,45","1112,89","1350,9","957,89","11,45","1403,9","85,95","292,18","333,29","12,66","8,63","69,99",5,"23,15","27,48","886,88","264,9","189,64"
"20:42:32,27","605,39","458,81","15,45","1112,89","1350,9","957,89","11,45","1403,9","85,95","292,18","333,29","12,66","8,63","69,99",5,"23,15","27,48","886,88","264,9","189,64"
"20:42:32,37","605,39","458,81","15,45","1112,89","1350,9","957,89","7,94","1495,9","85,95","292,18","333,29","12,66","8,63","69,99",5,"23,15","27,48","886,88","264,9","189,64"
"20:42:32,47","605,39","458,81","15,45","1112,89","1350,9","957,89","7,94","1495,9","85,95","292,18","333,29","12,66","8,63","69,99",5,"23,15","27,48","886,88","264,9","189,64"
"20:42:32,57","605,39","458,81","15,45","1112,89","1350,9","957,89","7,94","1495,9","85,95","483,5","479,77","18,12","18,81","69,99",5,"23,15","27,48","886,88","264,9","189,64"
"20:42:32,68","605,39","458,81","15,45","1112,89","1350,9","957,89","7,94","1495,9","85,95","483,5","479,77","18,12","18,81","83,47",5,"23,15","27,48","886,88","264,9","189,64"
"20:42:32,78","605,39","458,81","15,45","1112,89","1350,9","957,89","7,94","1495,9","85,95","483,5","479,77","18,12","18,81","83,47",5,"23,15","27,48","886,88","264,9","189,64"
"20:42:32,88","605,39","458,81","15,45","1112,89","1350,9","957,89","7,94","1495,9","85,95","483,5","479,77","18,12","18,81","83,47",5,"23,15","22,89","886,88","264,9","189,64"
"20:42:32,98","605,39","458,81","15,45","1112,89","1350,9","957,89","7,94","1495,9","85,95","483,5","479,77","18,12","18,81","83,47",5,"23,15","22,89","751,98","265,97","189,64"
"20:42:33,08","610,18","447,67","15,45","1112,89","1350,9","957,89","7,94","1495,9","85,95","483,5","479,77","18,12","18,81","83,47",5,"23,15","22,89","751,98","265,97","164,92"
"20:42:33,19","610,18","447,67","15,45","1112,89","1350,9","957,89","7,94","1495,9","85,95","483,5","479,77","18,12","18,81","83,47",5,"23,15","22,89","751,98","265,97","164,92"
"20:42:33,29","610,18","447,67","15,45","1136,89","1349,9","957,89","7,94","1495,9","85,95","483,5","479,77","18,12","18,81","83,47",5,"23,15","22,89","751,98","265,97","164,92"
"20:42:33,39","610,18","447,67","15,45","1136,89","1349,9","957,89","8,45","1495,9","85,95","483,5","479,77","18,12","18,81","83,47",5,"23,15","22,89","751,98","265,97","164,92"
"20:42:33,49","610,18","447,67","15,45","1136,89","1349,9","957,89","8,45","1550,9","85,95","483,5","479,77","18,12","18,81","83,47",5,"23,15","22,89","751,98","265,97","164,92"
"20:42:33,59","610,18","447,67","15,45","1136,89","1349,9","957,89","8,45","1550,9","85,95","492,19","487,07","17,99","17,79","83,47",5,"23,15","22,89","751,98","265,97","164,92"
"20:42:33,70","610,18","447,67","15,45","1136,89","1349,9","957,89","8,45","1550,9","85,95","492,19","487,07","17,99","17,79",83,5,"23,15","22,89","751,98","265,97","164,92"
"20:42:33,80","610,18","447,67","15,45","1136,89","1349,9","957,89","8,45","1550,9","85,95","492,19","487,07","17,99","17,79",83,5,"23,25","22,89","751,98","265,97","164,92"
"20:42:33,90","610,18","447,67","15,45","1136,89","1349,9","957,89","8,45","1550,9","85,95","492,19","487,07","17,99","17,79",83,5,"23,25","22,86","751,98","265,97","164,92"
"20:42:34,00","610,18","447,67","15,45","1136,89","1349,9","957,89","8,45","1550,9","85,95","492,19","487,07","17,99","17,79",83,5,"23,25","22,86","783,88","267,96","164,92"
"20:42:34,10","626,19","444,6","15,45","1136,89","1349,9","957,89","8,45","1550,9","85,95","492,19","487,07","17,99","17,79",83,5,"23,25","22,86","783,88","267,96","165,26"
"20:42:34,21","626,19","444,6","15,45","1136,89","1349,9","957,89","8,45","1550,9","85,95","492,19","487,07","17,99","17,79",83,5,"23,25","22,86","783,88","267,96","165,26"
"20:42:34,31","626,19","444,6","15,45","1158,89","1366,9","957,89","8,45","1550,9","85,95","492,19","487,07","17,99","17,79",83,5,"23,25","22,86","783,88","267,96","165,26"
"20:42:34,41","626,19","444,6","15,45","1158,89","1366,9","957,89","8,45","1550,9","85,95","492,19","487,07","17,99","17,79",83,5,"23,25","22,86","783,88","267,96","165,26"
"20:42:34,51","626,19","444,6","15,45","1158,89","1366,9","957,89","8,45","1602,9","85,95","492,19","487,07","17,99","17,79",83,5,"23,25","22,86","783,88","267,96","165,26"
"20:42:34,61","626,19","444,6","15,45","1158,89","1366,9","957,89","8,45","1602,9","85,95","496,59","496,59","17,99","17,79",83,5,"23,25","22,86","783,88","267,96","165,26"
"20:42:34,72","626,19","444,6","15,45","1158,89","1366,9","957,89","8,45","1602,9","85,95","496,59","496,59","17,92","18,63","82,58",5,"23,25","22,86","783,88","267,96","165,26"
"20:42:34,82","626,19","444,6","15,45","1158,89","1366,9","957,89","8,45","1602,9","85,95","496,59","496,59","17,92","18,63","82,58",5,"23,25","22,86","783,88","267,96","165,26"
"20:42:34,92","626,19","444,6","15,45","1158,89","1366,9","957,89","8,45","1602,9","85,95","496,59","496,59","17,92","18,63","82,58",5,"23,25","22,83","783,88","267,96","165,26"
"20:42:35,02","626,19","444,6","15,45","1158,89","1366,9","957,89","8,45","1602,9","85,95","496,59","496,59","17,92","18,63","82,58",5,"23,25","22,83","799,9","260,94","165,26"
"20:42:35,12","626,19","444,6","15,45","1158,89","1366,9","957,89","8,45","1602,9","85,95","496,59","496,59","17,92","18,63","82,58",5,"23,25","22,83","799,9","260,94","186,66"
"20:42:35,23","647,58","638,89","15,65","1158,89","1366,9","957,89","8,45","1602,9","85,95","496,59","496,59","17,92","18,63","82,58",5,"23,25","22,83","799,9","260,94","186,66"
"20:42:35,33","647,58","638,89","15,65","1191,89","1637,9","957,89","8,45","1602,9","85,95","496,59","496,59","17,92","18,63","82,58",5,"23,25","22,83","799,9","260,94","186,66"
"20:42:35,43","647,58","638,89","15,65","1191,89","1637,9","957,89","9,46","1602,9","85,95","496,59","496,59","17,92","18,63","82,58",5,"23,25","22,83","799,9","260,94","186,66"
"20:42:35,53","647,58","638,89","15,65","1191,89","1637,9","957,89","9,46","1679,9","85,95","496,59","496,59","17,92","18,63","82,58",5,"23,25","22,83","799,9","260,94","186,66"
"20:42:35,63","647,58","638,89","15,65","1191,89","1637,9","957,89","9,46","1679,9","85,95","733,99","715,89","17,92","18,63","82,58",5,"23,25","22,83","799,9","260,94","186,66"
"20:42:35,73","647,58","638,89","15,65","1191,89","1637,9","957,89","9,46","1679,9","85,95","733,99","715,89","27,71","28,61","80,83",5,"23,25","22,83","799,9","260,94","186,66"
"20:42:35,84","647,58","638,89","15,65","1191,89","1637,9","957,89","9,46","1679,9","85,95","733,99","715,89","27,71","28,61","80,83",5,"23,25","22,83","799,9","260,94","186,66"
"20:42:35,94","647,58","638,89","15,65","1191,89","1637,9","957,89","9,46","1679,9","85,95","733,99","715,89","27,71","28,61","80,83",5,"23,25","25,91","799,9","260,94","186,66"
"20:42:36,04","647,58","638,89","15,65","1191,89","1637,9","957,89","9,46","1679,9","85,95","733,99","715,89","27,71","28,61","80,83",5,"23,25","25,91","721,92","260,94","186,66"
"20:42:36,14","647,58","638,89","15,65","1191,89","1637,9","957,89","9,46","1679,9","85,95","733,99","715,89","27,71","28,61","80,83",5,"23,25","25,91","721,92","260,94","132,07"
"20:42:36,24","660,37","351,67","15,85","1191,89","1637,9","957,89","9,46","1679,9","85,95","733,99","715,89","27,71","28,61","80,83",5,"23,25","25,91","721,92","260,94","132,07"
"20:42:36,34","660,37","351,67","15,85","1213,89","1281,9","957,89","9,46","1679,9","85,95","733,99","715,89","27,71","28,61","80,83",5,"23,25","25,91","721,92","260,94","132,07"
"20:42:36,44","660,37","351,67","15,85","1213,89","1281,9","957,89","10,45","1679,9","85,95","733,99","715,89","27,71","28,61","80,83",5,"23,25","25,91","721,92","260,94","132,07"
"20:42:36,54","660,37","351,67","15,85","1213,89","1281,9","957,89","10,45","1743,9","86,95","733,99","715,89","27,71","28,61","80,83",5,"23,25","25,91","721,92","260,94","132,07"
"20:42:36,64","660,37","351,67","15,85","1213,89","1281,9","957,89","10,45","1743,9","86,95","459,3","482,79","27,71","28,61","80,83",5,"23,25","25,91","721,92","260,94","132,07"
"20:42:36,75","660,37","351,67","15,85","1213,89","1281,9","957,89","10,45","1743,9","86,95","459,3","482,79","12,9","11,76","83,23",5,"23,25","25,91","721,92","260,94","132,07"
"20:42:36,85","660,37","351,67","15,85","1213,89","1281,9","957,89","10,45","1743,9","86,95","459,3","482,79","12,9","11,76","83,23",5,"23,25","25,91","721,92","260,94","132,07"
"20:42:36,95","660,37","351,67","15,85","1213,89","1281,9","957,89","10,45","1743,9","86,95","459,3","482,79","12,9","11,76","83,23",5,"23,25","17,85","721,92","260,94","132,07"
"20:42:37,05","660,37","351,67","15,85","1213,89","1281,9","957,89","10,45","1743,9","86,95","459,3","482,79","12,9","11,76","83,23",5,"23,25","17,85","679,96","257,88","132,07"
"20:42:37,15","660,37","351,67","15,85","1213,89","1281,9","957,89","10,45","1743,9","86,95","459,3","482,79","12,9","11,76","83,23",5,"23,25","17,85","679,96","257,88","130,01"
"20:42:37,25","646,5","354,07","15,85","1213,89","1281,9","957,89","10,45","1743,9","86,95","459,3","482,79","12,9","11,76","83,23",5,"23,25","17,85","679,96","257,88","130,01"
"20:42:37,35","646,5","354,07","15,85","1179,89","1288,9","957,89","10,45","1743,9","86,95","459,3","482,79","12,9","11,76","83,23",5,"23,25","17,85","679,96","257,88","130,01"
"20:42:37,45","646,5","354,07","15,85","1179,89","1288,9","957,89","10,45","1743,9","86,95","459,3","482,79","12,9","11,76","83,23",5,"23,25","17,85","679,96","257,88","130,01"
"20:42:37,56","646,5","354,07","15,85","1179,89","1288,9","957,89","10,45","1778,9","86,95","459,3","482,79","12,9","11,76","83,23",5,"23,25","17,85","679,96","257,88","130,01"
"20:42:37,66","646,5","354,07","15,85","1179,89","1288,9","957,89","10,45","1778,9","86,95","492,19","490,58","12,9","11,76","83,23",5,"23,25","17,85","679,96","257,88","130,01"
"20:42:37,76","646,5","354,07","15,85","1179,89","1288,9","957,89","10,45","1778,9","86,95","492,19","490,58","13,13","11,84","82,18",5,"23,25","17,85","679,96","257,88","130,01"
